"Property Name",,"de","Node Path","Description"
"Caption",,"Akzeptiert","Validation\Contexts\Accept",
"Caption",,"Gelöscht","Validation\Contexts\Delete",
"Caption",,"Sichern","Validation\Contexts\Save",
"MessageTemplateSkipNullOrEmptyValues","The ""{Id}"" rule was not checked because the target properties are not specified.","Die ""{Id}"" Regel wurde nicht geprüft, weil die Zieleigenschaften nicht definiert sind.  ","Validation\ErrorMessageTemplates\RuleBase",
"MessageTemplateTargetDoesNotSatisfyTargetCriteria","The ""{Id}"" rule was not checked because the target object does not satisfy rule's target criteria.","Die ""{Id}"" Regel wurde nicht geprüft, weil das Zielobjekt nicht den Zielkriterien genügt. ","Validation\ErrorMessageTemplates\RuleBase",
"MessageTemplateTargetDoesNotSatisfyCollectionCriteria","The ""{Id}"" rule was not checked because the target is not an element of the ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" collection.","Die ""{Id}"" Regel wurde nicht geprüft, weil das Ziel kein Element von ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" Kollektion ist.","Validation\ErrorMessageTemplates\RuleCollectionProperty",
"MessageTemplateCollectionValidationMessageSuffix","(For the ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" collection elements).","(Für die ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" Kollektion Elemente).","Validation\ErrorMessageTemplates\RuleCollectionProperty",
"MessageTemplateCombinationOfPropertiesMustBeUnique","Combination of the following properties must be unique: {FormattedTargetProperties}.","Die Kombination der folgenden Eigenschaften muss einzigartig sein: {FormattedTargetProperties}.","Validation\ErrorMessageTemplates\RuleCombinationOfPropertiesIsUnique",
"MessageTemplateFoundObjects","The following objects are found: ","Die folgenden Objekte wurden gefunden: ","Validation\ErrorMessageTemplates\RuleCombinationOfPropertiesIsUnique",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","Das ""{TargetObject}"" Objekt muss die folgende Kriterie erfüllen: ""{Criteria}"".","Validation\ErrorMessageTemplates\RuleCriteria",
"MessageTemplateMustBeTrue","""{TargetPropertyName}"" must be set to true.","""{TargetPropertyName}"" muss auf true gesetzt sein.","Validation\ErrorMessageTemplates\RuleFromBoolProperty",
"MessageTemplateMustBeReferenced","The ""{TargetObject}"" object must be referenced.","Das ""{TargetObject}"" Objekt muss referiert sein.","Validation\ErrorMessageTemplates\RuleIsReferenced",
"MessageTemplateFoundObjects","The following objects are found: ","Die folgenden Objekte wurden nicht gefunden: ","Validation\ErrorMessageTemplates\RuleIsReferenced",
"MessageTemplateMustExist","The objects that satisfy the ""{Criteria}"" criteria must exist.","Die Objekte welche die ""{Criteria}"" Kriterien erfüllen müssen existieren.","Validation\ErrorMessageTemplates\RuleObjectExists",
"MessageTemplateFoundObjects","The following objects are found: ","Die folgenden Objekte wurden nicht gefunden: ","Validation\ErrorMessageTemplates\RuleObjectExists",
"MessageTemplateMustBeInRange","""{TargetPropertyName}"" must be within the ""{MinimumValue}"" and ""{MaximumValue}"" range, boundaries are included.","""{TargetPropertyName}"" muss innerhalb von ""{MinimumValue}"" und ""{MaximumValue}"" Bereich sein, Grenzen inkluiert.","Validation\ErrorMessageTemplates\RuleRange",
"MessageTemplateMustMatchPattern","""{TargetPropertyName}"" must match the following pattern: ""{Pattern}"".","""{TargetPropertyName}"" muss mit folgendem Modell übereinstimmen: ""{Pattern}"".","Validation\ErrorMessageTemplates\RuleRegularExpression",
"MessageTemplateMustNotBeEmpty","""{TargetPropertyName}"" must not be empty.","""{TargetPropertyName}"" darf nicht leer sein.","Validation\ErrorMessageTemplates\RuleRequiredField",
"MessageTemplateFoundObjects","The following objects are found: ","Die folgenden Objekte wurden nicht gefunden: ","Validation\ErrorMessageTemplates\RuleSearchObject",
"MessageTemplateMustContain","""{TargetPropertyName}"" must contain ""{OperandValue}"".","""{TargetPropertyName}"" muss ""{OperandValue}"" beinhalten.","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeginWith","""{TargetPropertyName}"" must begin with ""{OperandValue}"".","""{TargetPropertyName}"" muss mit ""{OperandValue}"" beginnen.","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustEndWith","""{TargetPropertyName}"" must end with ""{OperandValue}"".","""{TargetPropertyName}"" muss mit ""{OperandValue}"" enden.","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeEqual","""{TargetPropertyName}"" must be equal to ""{OperandValue}"".","""{TargetPropertyName}"" muss mit ""{OperandValue}"" gleich sein.","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustNotBeEqual","""{TargetPropertyName}"" must not be equal to ""{OperandValue}"".","""{TargetPropertyName}"" muss nicht mit ""{OperandValue}"" gleich sein.","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeUnique","There is an object with the same value specified for ""{TargetPropertyName}"". ""{TargetPropertyName}"" values must be unique.","Es gibt ein Objekt mit dem selben speziellen Wert für ""{TargetPropertyName}"". ""{TargetPropertyName}"" Werte müssen eindeutig sein.","Validation\ErrorMessageTemplates\RuleUniqueValue",
"MessageTemplateMustBeEqualToOperand","""{TargetPropertyName}"" must be equal to ""{RightOperand}"".","""{TargetPropertyName}"" muss mit ""{RightOperand}"" gleich sein.","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeGreaterThanOperand","""{TargetPropertyName}"" must be greater than ""{RightOperand}"".","""{TargetPropertyName}"" muss grösser sein als ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeGreaterThanOrEqualToOperand","""{TargetPropertyName}"" must be greater than or equal to ""{RightOperand}"".","""{TargetPropertyName}"" muss grösser oder gleich sein wie ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeLessThanOperand","""{TargetPropertyName}"" must be less than ""{RightOperand}"".","""{TargetPropertyName}"" muss weniger sein als ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeLessThanOrEqualToOperand","""{TargetPropertyName}"" must be less than or equal to ""{RightOperand}"".","""{TargetPropertyName}"" muss weniger oder gleich sein als ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustNotBeEqualToOperand","""{TargetPropertyName}"" must not be equal to ""{RightOperand}"".","""{TargetPropertyName}"" darf nicht gleich sein ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"Caption","Rule Details","Regel Details","Views\DisplayableValidationResultItem_DetailView\Items\RuleProperties",
"Caption","Displayable Validation Result Item","Zeigbare Vergleich Resultat Artikel","Views\DisplayableValidationResultItem_DetailView\Layout\Main\SimpleEditors\DisplayableValidationResultItem",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleBaseProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleCollectionPropertyProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","IRegel Suche Objekt Eigenschaften","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleCriteriaProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleFromBoolPropertyProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","IRegel Suche Objekt Eigenschaften","Views\IRuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","IRegel Suche Objekt Eigenschaften","Views\IRuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRulePropertyValueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Range Properties","IRegel Bereich Eigenschaften","Views\IRuleRangeProperties_DetailView\Layout\Main\SimpleEditors\IRuleRangeProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleRangeProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleRegularExpressionProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleRequiredFieldProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","IRegel Suche Objekt Eigenschaften","Views\IRuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","IRule Base Properties","Views\IRuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule String Comparison Properties","IRegel String Vergleich Eigenschaften","Views\IRuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleStringComparisonProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleSupportsCollectionAggregatesProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Value Comparison Properties","IRegel Wert Vergleich Eigenschaften","Views\IRuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleValueComparisonProperties",
"Caption","IRule Base Properties","IRegel Basis Eigenschaften","Views\IRuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","Rule Base Properties","IRegel Basis Eigenschaften","Views\RuleBaseProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Regel Suche Objekt Eigenschaften","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","IRegel Basis Eigenschaften","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","IRegel Basis Eigenschaften","Views\RuleCriteriaProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","IRegel Basis Eigenschaften","Views\RuleFromBoolPropertyProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Regel Suche Objekt Eigenschaften","Views\RuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Regel Suche Objekt Eigenschaften","Views\RuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RulePropertyValueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Range Properties","Regel Bereich Eigenschaften","Views\RuleRangeProperties_DetailView\Layout\Main\SimpleEditors\RuleRangeProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleRangeProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleRegularExpressionProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleRequiredFieldProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Regel Suche Objekt Eigenschaften","Views\RuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Validation Error","Vergleich Fehler","Views\RuleSetValidationResult_ByTarget_Error_DetailView",
"Text","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Probleme während der Datenvalidierung erkannt. Bitte lesen Sie die folgenden Informationen um zu verstehen, welche Probleme es gibt und wie Sie diese korrigieren können.","Views\RuleSetValidationResult_ByTarget_Error_DetailView\Items\ValidationResultsText",
"Caption","Context","Kontext","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ContextCaption",
"Caption","ContextId","KontextId","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ContextId",
"Caption","Description","Beschreibung","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ErrorMessage",
"Caption","Rule Set Validation Result Item","Regel Set Bestätigung Resultat Artikel ","Views\RuleSetValidationResultItem_DetailView\Layout\Main\SimpleEditors\RuleSetValidationResultItem",
"Caption","Rule Set Validation Result Item","Regel Set Bestätigung Resultat Artikel ","Views\RuleSetValidationResultItemAggregate_DetailView\Layout\Main\SimpleEditors\RuleSetValidationResultItem",
"Caption","Rule String Comparison Properties","Regel String Vergleich Eigenschaften","Views\RuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleStringComparisonProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Regel Suche Objekt Eigenschaften","Views\RuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Value Comparison Properties","Regel Wert Vergleichs Eigenschaften","Views\RuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleValueComparisonProperties",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","Views\RuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Text","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Probleme während der Datenvalidierung erkannt. Bitte lesen Sie die folgenden Informationen um zu verstehen, welche Probleme es gibt und wie Sie diese korrigieren können.","Views\ValidationResults_Error_DetailView\Items\ValidationResultsText",
"Text","No problems were detected.","Keine Probleme gefunden.","Views\ValidationResults_Passed_DetailView\Items\ValidationResultsText",
"Value","Validation error","Validation error","Localization\Messages\ValidationErrorMessage",
"Value","Clear settings","Lösche Einstellungen","Localization\ChartModule\ClearSettings",
"Value","Invoke Wizard","Assistent aufrufen","Localization\ChartModule\InvokeWizard",
"Caption","Clone...","Klonen…","ActionDesign\Actions\CloneObject",
"ToolTip","Clone object","Datensatz klonen","ActionDesign\Actions\CloneObject",
"Caption","MarkCompleted","Vollständig markieren","ActionDesign\Actions\Task.MarkCompleted",
"Caption","Base Audited Object Weak Reference","Basis Geprüfte Objekt Referenz Schwäche","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference",
"Caption","Display Name","Display Name","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\DisplayName",
"Caption","Guid Id","Guid Id","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\GuidId",
"Caption","Int Id","Int Id","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\IntId",
"Caption","Address","Adresse","BOModel\DevExpress.Persistent.BaseImpl.Address",
"Caption","Street","Strasse","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\Street",
"Caption","City","Ort","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\City",
"Caption","State Province","Bezirk","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\StateProvince",
"Caption","Zip Postal","Postleitzahl","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\ZipPostal",
"Caption","Country","Land","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\Country",
"Caption","Full Address","Ganze Adresse","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\FullAddress",
"Caption","Analysis","Analyse","BOModel\DevExpress.Persistent.BaseImpl.Analysis",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Name",
"Caption","Criteria","Kriterie","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Criteria",
"Caption","Self","Selbst","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Self",
"Caption","Data Type","Daten Typ","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\DataType",
"Caption","Audit Data Item Persistent","Anhaltende Datenelement Prüfung","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent",
"Caption","User Name","Benutzername","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\UserName",
"Caption","Modified On","Geändert am","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\ModifiedOn",
"Caption","Operation Type","Operation Typ","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\OperationType",
"Caption","Description","Beschreibung","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\Description",
"Caption","Old Value","Alter Wert","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\OldValue",
"Caption","New Value","Neuer Wert","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\NewValue",
"Caption","Property Name","eigenschaft Name","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\PropertyName",
"Caption","Audited Object Weak Reference","Anhaltende Datenelement Prüfung","BOModel\DevExpress.Persistent.BaseImpl.AuditedObjectWeakReference",
"Caption","Audit Data Items","Prüfung Daten Artikel","BOModel\DevExpress.Persistent.BaseImpl.AuditedObjectWeakReference\OwnMembers\AuditDataItems",
"Caption","Base Object","Basis Objekt","BOModel\DevExpress.Persistent.BaseImpl.BaseObject",
"Caption","User","Benutzer","BOModel\DevExpress.Persistent.BaseImpl.BasicUser",
"Caption","User Name","Benutzername","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\UserName",
"Caption","Full Name","Voller Name","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\FullName",
"Caption","Is Active","Ist aktiv","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\IsActive",
"Caption","Is Administrator","Ist Administrator","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\IsAdministrator",
"Caption","Change Password On First Logon","Passwort ändern bei erster Anmeldung","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","Country","Land","BOModel\DevExpress.Persistent.BaseImpl.Country",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.Country\OwnMembers\Name",
"Caption","Phone Code","Vorwahl","BOModel\DevExpress.Persistent.BaseImpl.Country\OwnMembers\PhoneCode",
"Caption","Scheduler Event","Scheduler Veranstaltung","BOModel\DevExpress.Persistent.BaseImpl.Event",
"Caption","Subject","Subjekt","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Subject",
"Caption","Description","Beschreibung","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Description",
"Caption","Start Date/Time","Start Datum/Zeit","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\StartOn",
"Caption","End Date/Time","Ende Datum/Zeit","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\EndOn",
"Caption","All Day","Jeden Tag","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\AllDay",
"Caption","Location","Ort","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Location",
"Caption","Label","Etikett","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Label",
"Caption","Status","Status","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Status",
"Caption","Resources","Ressourcen","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Resources",
"Caption","Recurrence Info Xml","Wiederholung","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\RecurrenceInfoXml",
"Caption","Recurrence Pattern","Wiederholung Modell","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\RecurrencePattern",
"Caption","File Attachment Base","Datei Anhang Basis","BOModel\DevExpress.Persistent.BaseImpl.FileAttachmentBase",
"Caption","File","Datei ","BOModel\DevExpress.Persistent.BaseImpl.FileAttachmentBase\OwnMembers\File",
"Caption","File Data","Datei Daten","BOModel\DevExpress.Persistent.BaseImpl.FileData",
"Caption","Size","Grösse","BOModel\DevExpress.Persistent.BaseImpl.FileData\OwnMembers\Size",
"Caption","File Name","Datei Name","BOModel\DevExpress.Persistent.BaseImpl.FileData\OwnMembers\FileName",
"Caption","HCategory","HKategorie","BOModel\DevExpress.Persistent.BaseImpl.HCategory",
"Caption","Children","Children","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Children",
"Caption","Parent","Parent","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Parent",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Name",
"Caption","Note","Notiz","BOModel\DevExpress.Persistent.BaseImpl.Note",
"Caption","Author","Autor","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\Author",
"Caption","Date Time","Datum Zeit","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\DateTime",
"Caption","Text","Text","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\Text",
"Caption","Oid Generator","Oid Generator","BOModel\DevExpress.Persistent.BaseImpl.OidGenerator",
"Caption","Organization","Organisation","BOModel\DevExpress.Persistent.BaseImpl.Organization",
"Caption","Full Name","Voller Name","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\FullName",
"Caption","Profile","Profil","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Profile",
"Caption","Email","Email","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Email",
"Caption","Web Site","Web Site","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\WebSite",
"Caption","Description","Beschreibung","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Description",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Name",
"Caption","Party","Gruppe","BOModel\DevExpress.Persistent.BaseImpl.Party",
"Caption","Photo","Foto","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Photo",
"Caption","Address 1","Adresse 1","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Address1",
"Caption","Address 2","Adresse 2","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Address2",
"Caption","Display Name","Display Name","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\DisplayName",
"Caption","Phone Numbers","Telefonnummern","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\PhoneNumbers",
"Caption","Persistent Permission","Gespeicherte Berechtigung","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission",
"Caption","Role","Rolle","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Role",
"Caption","Permission","Berechtigung","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Permission",
"Caption","Person","Person","BOModel\DevExpress.Persistent.BaseImpl.Person",
"Caption","First Name","Vorname","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FirstName",
"Caption","Last Name","Familienname","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\LastName",
"Caption","Middle Name","Andere Namen","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\MiddleName",
"Caption","Birthday","Geburtstag","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Birthday",
"Caption","Full Name","Voller Name","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FullName",
"Caption","Email","Email","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Email",
"Caption","Phone Number","Telefonnummer","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber",
"Caption","Number","Nummer","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Number",
"Caption","Party","Gruppe","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Party",
"Caption","Phone Type","Telefon Typ","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\PhoneType",
"Caption","Phone Type","Telefon Typ","BOModel\DevExpress.Persistent.BaseImpl.PhoneType",
"Caption","Type Name","Typ Name","BOModel\DevExpress.Persistent.BaseImpl.PhoneType\OwnMembers\TypeName",
"Caption","Property Bag","Eigenschaften Sammlung","BOModel\DevExpress.Persistent.BaseImpl.PropertyBag",
"Caption","Property Bag Descriptor","Eigenschaften Sammlung Beschreiber","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor",
"Caption","Property Descriptors","Eigenschaften Beschreiber","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor\OwnMembers\PropertyDescriptors",
"Caption","Property Descriptor","Eigenschaften Beschreiber","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor",
"Caption","Property Bags","Eigenschaften Sammlung","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\PropertyBags",
"Caption","Code","Kode","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Code",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Name",
"Caption","Description","Beschreibung","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Description",
"Caption","Type","Typ","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Type",
"Caption","Value Type","Wert Typ","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\ValueType",
"Caption","Property Value","Eigenschaften Wert","BOModel\DevExpress.Persistent.BaseImpl.PropertyValue",
"Caption","Resource","Ressource","BOModel\DevExpress.Persistent.BaseImpl.Resource",
"Caption","Caption","Beschriftung","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Caption",
"Caption","Events","Veranstaltung","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Events",
"Caption","Color","Farbe","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Color",
"Caption","Role","Rolle","BOModel\DevExpress.Persistent.BaseImpl.Role",
