"Property Name",,"de","Node Path","Description"
"Caption","Period","Periode","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Period",
"Caption","Current","Aktuell","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Current",
"Caption","Objects","Objekte","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Objects",
"Caption","Suppressed Series","Unterdrückte Serien","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\SuppressedSeries",
"Caption","Enable Customize Representation","Aktiviere Benutzerdefinierte Repräsentation","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\EnableCustomizeRepresentation",
"Caption","Kpi History Item","Kpi Info Artikel","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem",
"Caption","Range Start","Startbereich","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeStart",
"Caption","Range End","Endbereich","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeEnd",
"Caption","Value","Wert","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\Value",
"Caption","KPI","Kpi Beispiel","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance",
"Caption","History Items","Info Artikel","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\HistoryItems",
"Caption","Scorecards","Wertungslisten","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Scorecards",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\KpiName",
"Caption","Period","Periode","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Period",
"Caption","Current","Aktuell","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Current",
"Caption","Previous","Nächstes","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Previous",
"Caption","Change","Tausche","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Change",
"Caption","Trend","Verlauf","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Trend",
"Caption","Sparkline","Wortgrafik","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Sparkline",
"Caption","Chart Data Source","Diagramm Daten Quellcode","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\ChartDataSource",
"Caption","Gauge Data Source","Gauge Daten Quellcode","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\GaugeDataSource",
"Caption","Scorecard","Wertungsliste","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Name",
"Caption","Indicators","Indikatoren","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Indicators",
"Value","Kpi","Kpi","Localization\DashboardOrganizationItems\Kpi",
"Value","Day Month Ago","Tag Monat Zurück","Localization\DateRanges\DayMonthAgo",
"Value","Day Week Ago","Tag Woche Zurück","Localization\DateRanges\DayWeekAgo",
"Value","Day Year Ago","Tag Jahr Zurück","Localization\DateRanges\DayYearAgo",
"Value","Last Month To Date","Letzter Monat bis heute","Localization\DateRanges\LastMonthToDate",
"Value","Last Ten Days","Letzte 10 Tage","Localization\DateRanges\LastTenDays",
"Value","Last Thirty Days","Letzte 30 Tage","Localization\DateRanges\LastThirtyDays",
"Value","Last Three Days","Letzte 3 Tage","Localization\DateRanges\LastThreeDays",
"Value","Last Week To Date","Letzte Woche bis heute","Localization\DateRanges\LastWeekToDate",
"Value","Last Year To Date","Letztes Jahr bis heute","Localization\DateRanges\LastYearToDate",
"Value","Now","Jetzt","Localization\DateRanges\Now",
"Value","This Month To Date","Diesen Monat bis heute","Localization\DateRanges\ThisMonthToDate",
"Value","This Week To Date","Diese Woche bis heute","Localization\DateRanges\ThisWeekToDate",
"Value","This Year To Date","Dieses Jahr bis heute","Localization\DateRanges\ThisYearToDate",
"Value","Today","Heute","Localization\DateRanges\Today",
"Value","Yesterday","Gestern","Localization\DateRanges\Yesterday",
"Value","Trend","Verlauf","Localization\Enums\DevExpress.ExpressApp.Editors.Trend",
"Value","Better","Besser","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Better",
"Value","No change","Keine Veränderung","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\NoChange",
"Value","Worse","Schlechter","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Worse",
"Value","Direction","Richtung","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction",
"Value","High is better","Höher ist besser","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\HighIsBetter",
"Value","Low is better","Tiefer ist besser","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\LowIsBetter",
"Value","Current","Current","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Current",
"Value","Previous","Previous","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Previous",
"Value","Time Interval Type","Typ Zeitinterval","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType",
"Value","Day","Tag","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Day",
"Value","Hour","Stunde","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Hour",
"Value","Month","Monat","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Month",
"Value","Week","Woche","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Week",
"Value","Year","Jahr","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Year",
"Value","The '{0}' range is not found.","Der '{0}' Bereich wurde nicht gefunden.","Localization\Exceptions\RangeNotFound",
"Value","Vs","Vs","Localization\Texts\VersusText",
"Caption","Definition","Definition","Views\KpiDefinition_DetailView\Layout\Tabs\Definition",
"Caption","Criteria","Kriterium","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\SimpleEditors\SizeableEditors",
"Caption","MeasurementOptions","Messoptionen","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\MeasurementOptions",
"Caption","Zones","Zonen","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\Zones",
"Caption","Preview","Vorschau","Views\KpiDefinition_DetailView\Layout\Tabs\Preview",
"Caption","Objects","Objekte","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Objects_Group",
"Caption","Preview.Objects_Group","Vorschau.Objekte_Gruppe","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Preview.Objects_Group",
"Caption","Change State","Zustand ändern","ActionDesign\Actions\ChangeStateAction",
"ToolTip","Change state of the current object","Zustand des aktuellen Datensatzes ändern","ActionDesign\Actions\ChangeStateAction",
"Caption","Caption","Überschrift","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Caption",
"Caption","Marker Object","Markierer Objekt","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\MarkerObject",
"Caption","Target Object Criteria","Ziel Objekt Kriterie","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\TargetObjectCriteria",
"Caption","State Machine","Status Maschine","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\StateMachine",
"Caption","Transitions","Übergang","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Transitions",
"Caption","Appearances","Aussehen","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Appearances",
"Caption","IDCState Appearance","IDCStatus Aussehen","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance",
"Caption","State","Status","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\State",
"Caption","Target Items","Zielartikel","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\TargetItems",
"Caption","Appearance Item Type","Aussehen Artikel Typ","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Method","Methode","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Method",
"Caption","Context","Kontext","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Context",
"Caption","Declaring Type","Deklarieren Typ","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\DeclaringType",
"Caption","Priority","Priorität","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Priority",
"Caption","Font Style","Schriftart","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontStyle",
"Caption","Font Color","Vordergrundfarbe","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Hintergrundfarbe","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\BackColor",
"Caption","Visibility","Sichtbar","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Visibility",
"Caption","Enabled","Aktiv","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Enabled",
"Caption","IDCState Machine","IDCStatus Maschine","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Name",
"Caption","Active","Aktiv","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Active",
"Caption","Expand Actions In Detail View","Erweitere Aktion In Detail Ansicht","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Target Object Type","Ziel Objekt Typ","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Status Eigenschaft Name","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Starte Status","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StartState",
"Caption","States","Status","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\States",
"Caption","IDCTransition","IDCÜbergang","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition",
"Caption","Caption","Beschriftung","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\Caption",
"Caption","Source State","Quellcode Status","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\SourceState",
"Caption","Target State","Zielstatus","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\TargetState",
"Caption","Marker Object","Markierer Objekt","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject",
"Caption","Marker","Markierer","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\Marker",
"Caption","Display Name","Display Name","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\DisplayName",
"Caption","State Machine Object Base","Status Maschine Objekt Basis","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.StateMachineObjectBase",
"Caption","State","Status","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState",
"Caption","Caption","Beschriftung","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Caption",
"Caption","State Machine","Status Maschine","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\StateMachine",
"Caption","Marker","Markierer","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Marker",
"Caption","Target Object Criteria","Ziel Objekt Kriterie","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\TargetObjectCriteria",
"Caption","Transitions","Übergang","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Transitions",
"Caption","Appearance","Aussehen","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Appearance",
"Caption","Appearance","Aussehen","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance",
"Caption","Appearance Item Type","Aussehen Artikel Typ","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Context","Kontext","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Context",
"Caption","Target Items","Zielartikel","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\TargetItems",
"Caption","Priority","Priorität","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Priority",
"Caption","Font Color","Vordergrundfarbe","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Hintergrundfarbe","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\BackColor",
"Caption","Font Style","Schriftart","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontStyle",
"Caption","Enabled","Aktiviert","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Enabled",
"Caption","Visibility","Sichtbar","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Visibility",
"Caption","State Machine","Status Maschine","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Name",
"Caption","Active","Aktiv","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Active",
"Caption","Target Object Type","Ziel Objekt Typ","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Status Eigenschaften Name","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Starte Status","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StartState",
"Caption","States","Status","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\States",
"Caption","Expand Actions In Detail View","Erweitere Aktion In Detail Ansicht","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Transition","Übergang","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition",
"Caption","Caption","Beschriftung","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Caption",
"Caption","Source State","Quellcode Status","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SourceState",
"Caption","Target State","Ziel Status","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\TargetState",
"Caption","Index","Index","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Index",
"Caption","Save And Close View","Sichere Und Schliesse Ansicht","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SaveAndCloseView",
"Caption","String Object","String Objekt","BOModel\DevExpress.ExpressApp.Utils.StringObject",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Utils.StringObject\OwnMembers\Name",
"Value","Font Style","Schriftartstil","Localization\Enums\System.Drawing.FontStyle",
"Value","Bold","Fett","Localization\Enums\System.Drawing.FontStyle\Bold",
"Value","Italic","Kursiv","Localization\Enums\System.Drawing.FontStyle\Italic",
"Value","Regular","Regulär","Localization\Enums\System.Drawing.FontStyle\Regular",
"Value","Strikeout","Durchgestrichen","Localization\Enums\System.Drawing.FontStyle\Strikeout",
"Value","Underline","Unterstrichen","Localization\Enums\System.Drawing.FontStyle\Underline",
"Value","To go to the '{StateCaption}' state, the '{TargetObject}' must satisfy the following criteria: {Criteria}","To go to the '{StateCaption}' state, the '{TargetObject}' must satisfy the following criteria: {Criteria}","Localization\StateMachine\TransitionValidationMessage",
