"Property Name",,"cs","Node Path","Description"
"Caption","Actions Toolbar Visibility","Actions Toolbar Visibility","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\ActionsToolbarVisibility",
"Caption","Definition","Definice","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition",
"Caption","Name","Jméno","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Name",
"Caption","Active","Aktivní ","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Active",
"Caption","Target Object Type","Typ cílového objektu","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","Kritéria","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Criteria",
"Caption","Expression","Výraz","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Expression",
"Caption","Green Zone","Zelená zóna","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\GreenZone",
"Caption","Red Zone","Červená zóna","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RedZone",
"Caption","Range","Rozsah","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Range",
"Caption","Compare","Porovnat","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Compare",
"Caption","Range To Compare","Rozsah pro porovnání","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RangeToCompare",
"Caption","Measurement Frequency","Frekvence měření","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\MeasurementFrequency",
"Caption","Direction","Směr","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Direction",
"Caption","Period","Limit","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Period",
"Caption","Current","Aktuální","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Current",
"Caption","Objects","Objekty","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Objects",
"Caption","Suppressed Series","Potlačené série","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\SuppressedSeries",
"Caption","Enable Customize Representation","Povolit úpravu znázornění","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\EnableCustomizeRepresentation",
"Caption","Kpi History Item","Položka historie Kpi","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem",
"Caption","Range Start","Začátek rozsahu","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeStart",
"Caption","Range End","Konec rozsahu","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeEnd",
"Caption","Value","Value","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\Value",
"Caption","KPI","Instance Kpi ","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance",
"Caption","History Items","Položky historie","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\HistoryItems",
"Caption","Scorecards","Scorecardy","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Scorecards",
"Caption","Name","Název Kpi ","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\KpiName",
"Caption","Period","Období","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Period",
"Caption","Current","Aktuální","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Current",
"Caption","Previous","Předchozí ","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Previous",
"Caption","Change","Změna","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Change",
"Caption","Trend","Trend","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Trend",
"Caption","Sparkline","Sparkline","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Sparkline",
"Caption","Chart Data Source","Zdroj dat pro graf","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\ChartDataSource",
"Caption","Gauge Data Source","Zdroj měřených dat","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\GaugeDataSource",
"Caption","Scorecard","Scorecard","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard",
"Caption","Name","Jméno","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Name",
"Caption","Indicators","Ukazatelé","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Indicators",
"Value","Kpi","Kpi","Localization\DashboardOrganizationItems\Kpi",
"Value","Day Month Ago","Před dnem/měsícem","Localization\DateRanges\DayMonthAgo",
"Value","Day Week Ago","Před dnem/týdnem","Localization\DateRanges\DayWeekAgo",
"Value","Day Year Ago","Před dnem/rokem","Localization\DateRanges\DayYearAgo",
"Value","Last Month To Date","Poslední měsíc před aktuálním","Localization\DateRanges\LastMonthToDate",
"Value","Last Ten Days","Posledních deset dní","Localization\DateRanges\LastTenDays",
"Value","Last Thirty Days","Posledních třicet dní","Localization\DateRanges\LastThirtyDays",
"Value","Last Three Days","Poslední tři dny","Localization\DateRanges\LastThreeDays",
"Value","Last Week To Date","Poslední týden před aktuálním","Localization\DateRanges\LastWeekToDate",
"Value","Last Year To Date","Poslední rok před aktuálním","Localization\DateRanges\LastYearToDate",
"Value","Now","Nyní","Localization\DateRanges\Now",
"Value","This Month To Date","Tento měsíc","Localization\DateRanges\ThisMonthToDate",
"Value","This Week To Date","Tento týden","Localization\DateRanges\ThisWeekToDate",
"Value","This Year To Date","Tento rok","Localization\DateRanges\ThisYearToDate",
"Value","Today","Dnes","Localization\DateRanges\Today",
"Value","Yesterday","Včera","Localization\DateRanges\Yesterday",
"Value","Trend","Trend","Localization\Enums\DevExpress.ExpressApp.Editors.Trend",
"Value","Better","Lepší","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Better",
"Value","No change","Beze změny","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\NoChange",
"Value","Worse","Horší","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Worse",
"Value","Direction","Směr","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction",
"Value","High is better","Vysoký je lepší","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\HighIsBetter",
"Value","Low is better","Nízký je lepší","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\LowIsBetter",
"Value","Current","Current","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Current",
"Value","Previous","Previous","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Previous",
"Value","Time Interval Type","Typ časového intervalu","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType",
"Value","Day","Den ","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Day",
"Value","Hour","Hodina","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Hour",
"Value","Month","Měsíc","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Month",
"Value","Week","Týden","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Week",
"Value","Year","Rok","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Year",
"Value","The '{0}' range is not found.","The '{0}' range is not found.","Localization\Exceptions\RangeNotFound",
"Value","Vs","Vs","Localization\Texts\VersusText",
"Caption","Definition","Definice","Views\KpiDefinition_DetailView\Layout\Tabs\Definition",
"Caption","Criteria","Kritéria","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\SimpleEditors\SizeableEditors",
"Caption","MeasurementOptions","Možnosti měření","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\MeasurementOptions",
"Caption","Zones","Zóny","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\Zones",
"Caption","Preview","Náhled","Views\KpiDefinition_DetailView\Layout\Tabs\Preview",
"Caption","Objects","Objekty","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Objects_Group",
"Caption","Preview.Objects_Group","Preview.Objects_Group","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Preview.Objects_Group",
"Caption","Change State","Změnit stav","ActionDesign\Actions\ChangeStateAction",
"ToolTip","Change state of the current object","Změnit stav aktuálního objektu","ActionDesign\Actions\ChangeStateAction",
"Caption","Caption","Titulek","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Caption",
"Caption","Marker Object","Značka objektu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\MarkerObject",
"Caption","Target Object Criteria","Kritéria cílového objektu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\TargetObjectCriteria",
"Caption","State Machine","Stav počítače","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\StateMachine",
"Caption","Transitions","Přechody","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Transitions",
"Caption","Appearances","Vzhled","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Appearances",
"Caption","IDCState Appearance","IDCStav vzhledu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance",
"Caption","State","Stav ","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\State",
"Caption","Target Items","Položky cíle","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\TargetItems",
"Caption","Appearance Item Type","Typ vzhledu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Method","Metoda","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Method",
"Caption","Context","Kontext","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Context",
"Caption","Declaring Type","Typ vyjádření","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\DeclaringType",
"Caption","Priority","Priority","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Priority",
"Caption","Font Style","Styl písma","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontStyle",
"Caption","Font Color","Barva písma","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Barva pozadí","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\BackColor",
"Caption","Visibility","Viditelnost","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Visibility",
"Caption","Enabled","Povoleno","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Enabled",
"Caption","IDCState Machine","IDCStav počítače","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine",
"Caption","Name","Jméno","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Name",
"Caption","Active","Aktivní ","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Active",
"Caption","Expand Actions In Detail View","Rozbalit akce v detailním náhledu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Target Object Type","Typ cílového objektu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Název vlastnosti stavu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Stav na začátku","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StartState",
"Caption","States","Stavy","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\States",
"Caption","IDCTransition","IDCPřechod","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition",
"Caption","Caption","Titulek","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\Caption",
"Caption","Source State","Stav zdroje","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\SourceState",
"Caption","Target State","Cílový zdroj","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\TargetState",
"Caption","Marker Object","Značka objektu","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject",
"Caption","Marker","Značka","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\Marker",
"Caption","Display Name","Zobrazit název","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\DisplayName",
"Caption","State Machine Object Base","Objekt stavu počítače","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.StateMachineObjectBase",
"Caption","State","Stav","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState",
"Caption","Caption","Titulek","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Caption",
"Caption","State Machine","Stav počítače","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\StateMachine",
"Caption","Marker","Značka","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Marker",
"Caption","Target Object Criteria","Kritéria cílového objektu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\TargetObjectCriteria",
"Caption","Transitions","Přechody","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Transitions",
"Caption","Appearance","Vlastnost","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Appearance",
"Caption","Appearance","Vlastnost","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance",
"Caption","Appearance Item Type","Typ vzhledu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Context","Kontext","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Context",
"Caption","Target Items","Položky cíle","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\TargetItems",
"Caption","Priority","Priorita","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Priority",
"Caption","Font Color","Barva písma","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Barva pozadí","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\BackColor",
"Caption","Font Style","Styl písma","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontStyle",
"Caption","Enabled","Povoleno","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Enabled",
"Caption","Visibility","Viditelnost","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Visibility",
"Caption","State Machine","Stav počítače","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine",
"Caption","Name","Jméno","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Name",
